Date,home_team,away_team,home_score,away_score,elo_home,elo_away,elo_diff,home_form_wins,home_form_draws,home_form_losses,home_form_gf,home_form_ga,home_form_gd,away_form_wins,away_form_draws,away_form_losses,away_form_gf,away_form_ga,away_form_gd,outcome
2010-06-23,Australia,Serbia,2,1,1467.9558145884012,1509.924052825188,-41.968238236786874,0,2,3,3,10,-7,1,0,1,1,1,0,1
2010-06-23,Ghana,Germany,0,1,1528.782194648865,1685.885718046536,-157.1035233976711,3,1,1,6,5,1,2,1,2,8,5,3,-1
2010-06-23,USA,Algeria,1,0,1400.0805852446267,1469.601096125281,-69.52051088065423,0,3,2,5,9,-4,0,2,3,1,6,-5,1
2010-06-23,Slovenia,England,0,1,1456.1597624344615,1668.88861504255,-212.72885260808857,1,1,3,5,9,-4,1,4,0,4,3,1,-1
2010-06-24,Paraguay,New Zealand,0,0,1521.6528707792943,1454.6857047450746,66.96716603421964,2,1,2,5,3,2,0,2,3,4,14,-10,0
2010-06-24,Cameroon,Netherlands,1,2,1437.7000277424459,1650.0712335508938,-212.37120580844794,1,1,3,3,6,-3,3,1,1,5,2,3,-1
2010-06-24,Denmark,Japan,1,3,1567.7722944491954,1465.0961823403657,102.67611210882978,2,1,2,5,7,-2,1,1,3,3,8,-5,-1
2010-06-24,Slovakia,Italy,3,2,1473.3433591061678,1717.3962330728953,-244.05287396672747,0,1,1,1,3,-2,2,3,0,8,3,5,1
2010-06-25,Portugal,Brazil,0,0,1603.5385716607443,1830.3868506445524,-226.8482789838081,1,2,2,8,4,4,4,0,1,12,4,8,0
2010-06-25,North Korea,Ivory Coast,0,3,1451.0177901452732,1493.0270762287107,-42.00928608343747,1,1,3,6,15,-9,1,1,3,6,9,-3,-1
2010-06-25,Switzerland,Honduras,0,0,1464.1183834773997,1450.3624012993298,13.755982178069871,3,1,1,5,1,4,0,2,3,2,6,-4,0
2010-06-25,Chile,Spain,1,2,1490.3225512389147,1614.1157023927803,-123.79315115386567,2,2,1,5,6,-1,3,0,2,7,5,2,-1
2010-06-26,USA,Ghana,1,2,1419.2400682707384,1519.5612275355913,-100.3211592648529,1,3,1,6,6,0,2,1,2,4,6,-2,-1
2010-06-26,Uruguay,South Korea,2,1,1503.3055448648163,1437.8892422130252,65.41630265179106,2,3,0,7,3,4,1,2,2,6,9,-3,1
2010-06-27,Argentina,Mexico,3,1,1701.1406929873083,1501.9588114740295,199.18188151327877,4,1,0,10,3,7,1,1,3,5,6,-1,1
2010-06-27,Germany,England,4,1,1695.1066851598098,1676.156902026515,18.949783133294886,3,0,2,8,4,4,2,3,0,3,1,2,1
2010-06-28,Brazil,Chile,3,0,1821.2087124260172,1479.7938396758818,341.4148727501354,3,1,1,8,3,5,2,1,2,5,7,-2,1
2010-06-28,Netherlands,Slovakia,2,1,1657.351092049698,1499.0379936849547,158.31309836474338,3,1,1,5,2,3,1,1,1,4,5,-1,1
2010-06-29,Spain,Portugal,1,0,1624.6444139558132,1612.7167098792795,11.9277040765337,3,0,2,6,5,1,1,2,2,8,4,4,1
2010-06-29,Paraguay,Japan,0,0,1518.606550731659,1495.9892850462786,22.61726568538029,2,2,1,5,2,3,2,1,2,5,6,-1,0
2010-07-02,Uruguay,Ghana,1,1,1516.328113815085,1531.0655217509031,-14.737407935818055,3,2,0,9,4,5,2,1,2,4,6,-2,0
2010-07-02,Netherlands,Brazil,2,1,1666.5264230781527,1828.0905571010142,-161.56413402286148,4,0,1,7,3,4,3,1,1,8,3,5,1
2010-07-03,Paraguay,Spain,0,1,1517.5664559484637,1640.0953385796167,-122.52888263115301,2,3,0,5,1,4,3,0,2,6,5,1,-1
2010-07-03,Argentina,Germany,0,4,1712.7141530414135,1721.581025625703,-8.866872584289467,4,1,0,11,3,8,4,0,1,12,3,9,-1
2010-07-06,Uruguay,Netherlands,2,3,1517.0063897823397,1689.4730783692567,-172.46668858691692,3,2,0,7,2,5,5,0,0,9,3,6,-1
2010-07-07,Germany,Spain,0,1,1750.4257706292346,1650.6755276133786,99.75024301585609,4,0,1,13,2,11,4,0,1,6,2,4,-1
2010-07-10,Uruguay,Germany,2,3,1508.3548774069425,1729.954291929233,-221.59941452229054,3,1,1,9,5,4,3,0,2,9,3,6,-1
2010-07-11,Netherlands,Spain,0,1,1698.124590744654,1671.1470063133802,26.977584431273726,5,0,0,10,5,5,5,0,0,7,1,6,-1
2014-06-12,Brazil,Croatia,3,1,1805.1439018099102,1554.1615324215502,250.98236938835998,3,1,1,9,4,5,1,2,2,4,5,-1,1
2014-06-13,Chile,Australia,3,1,1472.9119950008849,1485.8791777049084,-12.967182704023571,2,0,3,4,9,-5,1,2,2,5,9,-4,1
2014-06-13,Spain,Netherlands,1,5,1688.386879188084,1680.88471786995,7.502161318134085,5,0,0,6,1,5,4,0,1,9,6,3,-1
2014-06-13,Mexico,Cameroon,1,0,1490.3853514199243,1430.4201692436416,59.965182176282724,1,1,3,5,7,-2,1,0,4,3,7,-4,1
2014-06-14,Ivory Coast,Japan,2,1,1517.6579305587193,1497.0293798294738,20.62855072924549,2,1,2,8,7,1,2,1,2,5,6,-1,1
2014-06-14,England,Italy,1,2,1649.6825615606217,1691.7015984941083,-42.01903693348663,1,3,1,3,5,-2,1,3,1,7,6,1,-1
2014-06-14,Uruguay,Costa Rica,1,3,1501.3694303013945,1450.963285352382,50.406144949012514,2,1,2,8,8,0,0,1,4,6,15,-9,-1
2014-06-14,Colombia,Greece,3,0,1444.912311405257,1410.5448201934826,34.36749121177445,2,0,3,4,5,-1,1,0,4,2,11,-9,1
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,1683.8694080378818,1500.0,183.86940803788184,4,0,1,10,6,4,0,0,0,0,0,0,1
2014-06-15,France,Honduras,3,0,1637.6896770990093,1450.9955568795478,186.6941202194614,1,2,2,3,5,-2,0,2,3,1,5,-4,1
2014-06-15,Switzerland,Ecuador,2,1,1463.4852278971816,1519.0279327550882,-55.54270485790653,2,2,1,3,1,2,3,0,2,6,4,2,1
2014-06-16,Germany,Portugal,4,0,1736.939739034781,1597.265785255476,139.67395377930507,4,0,1,12,4,8,1,2,2,8,4,4,1
2014-06-16,Iran,Nigeria,0,0,1407.6741131445915,1451.4491378222779,-43.77502467768636,1,1,3,4,9,-5,0,2,3,4,7,-3,0
2014-06-16,Ghana,USA,1,2,1530.3872457836485,1407.7357740554266,122.65147172822185,2,2,1,5,4,1,1,2,2,6,7,-1,-1
2014-06-17,Russia,South Korea,1,1,1488.3191909389652,1424.8666732627564,63.4525176762088,2,0,3,11,8,3,1,1,3,6,10,-4,0
2014-06-17,Brazil,Mexico,0,0,1814.3026700698788,1503.650950264976,310.65171980490277,3,1,1,10,4,6,2,1,2,5,5,0,0
2014-06-17,Belgium,Algeria,2,1,1478.161370181595,1450.4416130991692,27.719757082425758,1,3,1,7,8,-1,0,1,4,0,6,-6,1
2014-06-18,Cameroon,Croatia,0,4,1417.1545703985898,1545.0027641615816,-127.84819376299174,0,0,5,2,8,-6,0,2,3,3,7,-4,-1
2014-06-18,Spain,Chile,0,2,1658.1478270073758,1497.8073205658457,160.34050644153012,4,0,1,5,5,0,3,0,2,6,6,0,-1
2014-06-18,Australia,Netherlands,2,3,1460.9838521399477,1711.1237700506583,-250.13991791071066,1,1,3,4,10,-6,4,0,1,12,6,6,-1
2014-06-19,Japan,Greece,0,0,1481.9782449665838,1385.3055144357554,96.6727305308284,2,1,2,5,4,1,1,0,4,2,10,-8,0
2014-06-19,Uruguay,England,2,1,1473.911722885252,1635.6082301980327,-161.6965073127808,1,1,3,8,11,-3,1,2,2,4,7,-3,1
2014-06-19,Colombia,Ivory Coast,2,1,1470.1516171629842,1532.7090654216092,-62.55744825862507,3,0,2,6,3,3,3,1,1,9,6,3,1
2014-06-20,Honduras,Ecuador,1,2,1436.7429560053179,1500.4916661826305,-63.74871017731266,0,1,4,0,7,-7,2,0,3,6,6,0,-1
2014-06-20,Switzerland,France,2,5,1482.0214944696395,1651.9422779732392,-169.92078350359975,2,2,1,3,2,1,1,2,2,5,5,0,-1
2014-06-20,Italy,Costa Rica,0,1,1705.7759298566973,1478.4209927685245,227.35493708817285,1,3,1,7,7,0,1,0,4,8,15,-7,-1
2014-06-21,Argentina,Iran,1,0,1692.112869918405,1409.679427520615,282.43344239779003,4,0,1,11,7,4,0,2,3,2,8,-6,1
2014-06-21,Germany,Ghana,2,2,1755.2422815733428,1508.9624377557961,246.27984381754663,4,0,1,15,4,11,1,2,2,5,6,-1,0
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,1449.4438234462543,1491.7565381194768,-42.312714673222445,0,3,2,3,5,-2,0,0,1,1,2,-1,1
2014-06-22,USA,Portugal,2,2,1429.160582083279,1578.9632427169142,-149.80266063363524,2,2,1,7,6,1,1,2,2,7,5,2,0
2014-06-22,South Korea,Algeria,2,4,1427.7567094003557,1435.7154533716925,-7.958743971336844,1,2,2,7,9,-2,0,1,4,1,7,-6,-1
2014-06-22,Belgium,Russia,1,0,1492.8875299090716,1485.429154801366,7.458375107705706,2,2,1,8,8,0,2,1,2,11,6,5,1
2014-06-23,Cameroon,Brazil,1,4,1397.9803022345316,1802.8878474452913,-404.90754521075974,0,0,5,2,10,-8,2,2,1,7,3,4,-1
2014-06-23,Croatia,Mexico,1,3,1564.1770323256399,1515.0657728895635,49.11125943607635,1,2,2,7,6,1,2,1,2,4,4,0,-1
2014-06-23,Netherlands,Chile,2,0,1717.2536121177648,1532.158606550926,185.09500556683884,4,0,1,13,7,6,3,0,2,7,6,1,1
2014-06-23,Australia,Spain,0,3,1454.8540100728412,1623.7965410222955,-168.9425309494543,1,1,3,6,12,-6,3,0,2,4,7,-3,-1
2014-06-24,Greece,Ivory Coast,2,1,1389.6460166330583,1513.8589223944364,-124.21290576137812,1,1,3,2,8,-6,2,1,2,7,6,1,1
2014-06-24,Japan,Colombia,1,4,1477.637742769281,1489.001760190157,-11.364017420876053,1,2,2,4,4,0,3,0,2,6,4,2,-1
2014-06-24,Italy,Uruguay,0,1,1680.5821499439546,1496.8633242738758,183.7188256700788,1,2,2,6,7,-1,1,1,3,8,11,-3,-1
2014-06-24,Costa Rica,England,0,0,1503.6147726812671,1612.6566288094089,-109.04185612814172,2,0,3,7,10,-3,1,1,3,4,8,-4,0
2014-06-25,Nigeria,Argentina,2,3,1467.382819181962,1697.3738016281766,-229.9909824462145,1,2,2,4,5,-1,4,0,1,8,6,2,-1
2014-06-25,Bosnia and Herzegovina,Iran,3,1,1473.817542383769,1404.4184958108435,69.3990465729255,0,0,2,1,3,-2,0,2,3,2,7,-5,1
2014-06-25,Ecuador,France,0,0,1513.5884369379987,1667.2448646506102,-153.6564277126115,2,0,3,6,7,-1,2,1,2,9,6,3,0
2014-06-25,Honduras,Switzerland,0,3,1423.6461852499497,1466.7189077922685,-43.07272254231884,0,1,4,1,8,-7,2,1,2,5,7,-2,-1
2014-06-26,Algeria,Russia,1,1,1459.1657789560738,1469.7725729174579,-10.606793961384028,1,1,3,5,6,-1,1,1,3,5,6,-1,0
2014-06-26,South Korea,Belgium,0,1,1404.3063838159744,1508.5441117929797,-104.2377279770053,0,2,3,7,13,-6,3,1,1,7,6,1,-1
2014-06-26,Portugal,Ghana,2,1,1572.4625084849538,1518.7217245502825,53.7407839346713,1,2,2,9,7,2,1,2,2,6,7,-1,1
2014-06-26,USA,Germany,0,1,1435.6613163152394,1745.4829947788564,-309.821678463617,2,2,1,8,7,1,3,1,1,13,5,8,-1
2014-06-28,Colombia,Uruguay,2,0,1516.0862550466297,1520.6145564347016,-4.528301388071895,4,0,1,10,4,6,2,0,3,8,10,-2,1
2014-06-28,Brazil,Chile,1,1,1807.8495144939293,1519.8580674909006,287.9914470030287,3,1,1,11,4,7,2,0,3,6,8,-2,0
2014-06-29,Costa Rica,Greece,1,1,1508.4777075091692,1411.1343680518994,97.34333945726985,2,1,2,5,6,-1,2,1,2,4,7,-3,0
2014-06-29,Netherlands,Mexico,2,1,1729.5541511777901,1542.4358427490579,187.11830842873223,4,0,1,13,6,7,2,1,2,5,5,0,1
2014-06-30,Germany,Algeria,2,1,1750.0869734181254,1459.654088175988,290.43288524213744,3,1,1,10,5,5,1,2,2,6,6,0,1
2014-06-30,France,Nigeria,2,0,1660.596625207253,1460.6575572043653,199.93906800288778,2,1,2,9,6,3,1,2,2,6,7,-1,1
2014-07-01,Belgium,USA,2,1,1519.8828127852466,1431.0573376759705,88.82547510927611,4,0,1,7,5,2,2,1,2,6,6,0,1
2014-07-01,Argentina,Switzerland,1,0,1704.0990636057734,1491.2653314773354,212.833732128438,4,0,1,9,8,1,2,1,2,7,7,0,1
2014-07-04,Brazil,Colombia,2,1,1796.9713040719057,1540.399041313793,256.57226275811263,2,2,1,9,5,4,4,0,1,11,4,7,1
2014-07-04,France,Germany,0,1,1672.1318461333108,1755.1485907132328,-83.01674457992203,3,1,1,11,4,7,4,1,0,12,5,7,-1
2014-07-05,Netherlands,Costa Rica,0,0,1737.6836778412342,1504.1086104053525,233.5750674358817,4,0,1,12,5,7,2,2,1,6,4,2,0
2014-07-05,Argentina,Belgium,1,0,1711.363959719861,1531.87910116447,179.48485855539093,4,0,1,7,7,0,4,0,1,6,4,2,1
2014-07-08,Brazil,Germany,1,7,1802.919743985607,1767.3966610019322,35.52308298367484,3,2,0,10,4,6,4,1,0,10,3,7,-1
2014-07-09,Netherlands,Argentina,0,0,1728.3000028416207,1719.7628267460925,8.537176095528139,4,1,0,12,4,8,5,0,0,8,3,5,0
2014-07-12,Brazil,Netherlands,0,3,1766.7777894381425,1727.9069304601187,38.87085897802376,2,2,1,8,10,-2,3,2,0,7,3,4,-1
2014-07-13,Germany,Argentina,1,0,1803.5386155493968,1720.1558991275945,83.38271642180234,4,1,0,13,4,9,4,1,0,6,2,4,1
2018-06-14,Russia,Saudi Arabia,5,0,1469.2842636975438,1376.7690942621134,92.51516943543038,0,2,3,4,7,-3,0,1,4,2,11,-9,1
2018-06-15,Portugal,Spain,3,3,1586.0072041516596,1639.1618329696857,-53.15462881802614,1,2,2,4,8,-4,3,0,2,6,7,-1,0
2018-06-15,Morocco,Iran,0,1,1473.229624876525,1385.1496565097134,88.0799683668115,1,1,3,7,9,-2,0,2,3,2,7,-5,-1
2018-06-15,Egypt,Uruguay,0,1,1473.1193238856877,1496.301770167538,-23.18244628185039,0,2,2,3,6,-3,2,0,3,6,9,-3,-1
2018-06-16,Croatia,Nigeria,2,0,1536.8069624661455,1449.1223362783076,87.68462618783792,1,2,2,8,8,0,1,2,2,5,7,-2,1
2018-06-16,Peru,Denmark,0,1,1461.5495703418742,1536.8791917432825,-75.3296214014083,0,2,3,2,13,-11,2,0,3,5,9,-4,-1
2018-06-16,Argentina,Iceland,1,1,1707.9237517756997,1500.0,207.92375177569966,3,1,1,5,3,2,0,0,0,0,0,0,0
2018-06-16,France,Australia,2,1,1659.8837758446114,1439.488718125451,220.39505771916038,3,1,1,10,3,7,1,1,3,6,11,-5,1
2018-06-17,Costa Rica,Serbia,0,1,1513.492285404966,1492.0006897086807,21.49159569628523,2,3,0,5,2,3,1,0,2,2,3,-1,-1
2018-06-17,Brazil,Switzerland,1,1,1735.6581735346533,1484.0004353632478,251.65773817140553,2,1,2,8,13,-5,2,1,2,7,7,0,0
2018-06-17,Germany,Mexico,0,1,1815.7707629012916,1534.3063160856138,281.4644468156778,5,0,0,12,2,10,2,1,2,6,6,0,-1
2018-06-18,Sweden,South Korea,1,0,1559.8097366265276,1392.9676828237075,166.84205380282015,1,2,2,4,6,-2,0,2,3,6,10,-4,1
2018-06-18,Tunisia,England,1,2,1411.6987982650041,1607.7936939815067,-196.0948957165026,0,2,3,4,9,-5,1,1,3,4,8,-4,-1
2018-06-18,Belgium,Panama,3,0,1523.4802341382385,1500.0,23.48023413823853,4,0,1,6,3,3,0,0,0,0,0,0,1
2018-06-19,Colombia,Japan,1,2,1534.4506014000917,1450.5532479128083,83.89735348728345,4,0,1,12,4,8,1,2,2,5,7,-2,-1
2018-06-19,Russia,Egypt,3,1,1492.367270306574,1458.1853334476011,34.181936858972904,1,2,2,9,6,3,0,2,3,3,7,-4,1
2018-06-19,Poland,Senegal,1,2,1505.905867302115,1524.6947877069435,-18.78892040482856,2,0,3,5,9,-4,2,2,1,7,6,1,-1
2018-06-20,Iran,Spain,0,1,1405.1211687615914,1636.7328932117719,-231.61172445018042,1,2,2,3,5,-2,2,1,2,8,10,-2,-1
2018-06-20,Uruguay,Saudi Arabia,1,0,1511.2357606056246,1353.6860876530832,157.5496729525414,3,0,2,5,6,-1,0,1,4,2,15,-13,1
2018-06-20,Portugal,Morocco,1,0,1588.4361439095735,1453.2581126246469,135.17803128492665,1,2,2,7,11,-4,1,1,3,6,8,-2,1
2018-06-21,Argentina,Croatia,0,3,1699.3485901378524,1554.8753279835826,144.47326215426983,2,2,1,3,2,1,2,1,2,10,8,2,-1
2018-06-21,France,Peru,1,0,1666.9071540217064,1448.9652714595995,217.9418825621069,3,1,1,9,4,5,0,2,3,2,13,-11,1
2018-06-21,Denmark,Australia,1,1,1549.4634906255571,1432.465339948356,116.99815067720124,2,0,3,4,9,-5,1,0,4,6,12,-6,0
2018-06-22,Serbia,Switzerland,1,2,1508.989153839382,1493.9137753056252,15.075378533756748,2,0,2,3,3,0,2,1,2,8,8,0,-1
2018-06-22,Nigeria,Iceland,2,0,1431.0539707608705,1508.5751616378473,-77.52119087697679,1,1,3,3,7,-4,0,1,0,1,1,0,1
2018-06-22,Brazil,Costa Rica,2,0,1725.7448335922759,1496.5038212742647,229.24101231801114,1,2,2,5,13,-8,1,3,1,2,2,0,1
2018-06-23,Belgium,Tunisia,5,2,1549.5908264395193,1403.878630853863,145.71219558565645,4,0,1,7,2,5,0,1,4,4,10,-6,1
2018-06-23,South Korea,Mexico,1,2,1384.1102716633213,1561.02081754916,-176.9105458858387,0,1,4,4,9,-5,3,1,1,6,3,3,-1
2018-06-23,Germany,Sweden,2,1,1789.0562614377454,1568.6671477869138,220.38911365083163,4,0,1,11,3,8,2,2,1,4,4,0,1
2018-06-24,Japan,Senegal,2,2,1470.3434783511611,1539.8303684533025,-69.48689010214139,1,2,2,4,7,-3,2,2,1,8,7,1,0
2018-06-24,England,Panama,6,1,1615.613861392648,1473.8894076987192,141.7244536939288,1,1,3,5,9,-4,0,0,1,0,3,-3,1
2018-06-24,Poland,Colombia,0,3,1490.770286555756,1514.6603709617389,-23.89008440598286,2,0,3,6,7,-1,3,0,2,10,6,4,-1
2018-06-25,Iran,Portugal,1,1,1398.4453309725286,1598.5071622381306,-200.061831265602,1,1,3,2,5,-3,2,2,1,8,10,-2,0
2018-06-25,Spain,Morocco,2,2,1643.4087310008347,1443.1870942960898,200.22163670474492,2,1,2,8,10,-2,1,1,3,5,7,-2,0
2018-06-25,Uruguay,Russia,3,0,1520.4398792097788,1514.0136546608203,6.426224548958544,4,0,1,5,3,2,2,2,1,10,4,6,1
2018-06-25,Saudi Arabia,Egypt,2,1,1344.481969048929,1436.5389490933549,-92.05698004442593,0,1,4,2,13,-11,0,2,3,2,6,-4,1
2018-06-26,Nigeria,Argentina,1,2,1460.3218150645598,1660.333124338148,-200.01130927358827,2,0,3,5,7,-2,1,2,2,2,5,-3,-1
2018-06-26,Iceland,Croatia,1,2,1479.307317334158,1593.8907937832869,-114.58347644912897,0,1,1,1,3,-2,3,0,2,11,6,5,-1
2018-06-26,Denmark,France,0,0,1544.2703573003446,1674.00825180798,-129.73789450763547,2,1,2,5,7,-2,3,1,1,5,2,3,0
2018-06-26,Australia,Peru,0,2,1437.6584732735685,1441.864173673326,-4.205700399757461,0,1,4,5,12,-7,0,2,3,2,8,-6,-1
2018-06-27,South Korea,Germany,2,0,1375.6192867394589,1796.0798271891829,-420.460540449724,0,1,4,4,9,-5,4,0,1,11,3,8,1
2018-06-27,Switzerland,Costa Rica,2,2,1510.6075867782256,1486.3814869791454,24.226099799080203,2,1,2,8,8,0,0,3,2,1,4,-3,0
2018-06-27,Serbia,Brazil,0,2,1492.2953423667816,1735.8671678873952,-243.57182552061363,2,0,3,4,5,-1,2,1,2,6,12,-6,-1
2018-06-27,Mexico,Sweden,0,3,1569.5118024730225,1561.6435820354764,7.868220437546142,3,1,1,7,4,3,2,1,2,5,6,-1,-1
2018-06-28,Panama,Tunisia,1,2,1454.754496068903,1386.9783710029035,67.77612506599962,0,0,2,1,9,-8,0,1,4,6,13,-7,-1
2018-06-28,England,Belgium,0,1,1634.748773022464,1566.4910862904787,68.25768673198536,2,1,2,10,6,4,4,0,1,11,4,7,-1
2018-06-28,Senegal,Colombia,0,1,1536.6723733763006,1540.7380862649813,-4.065712888680764,2,2,1,9,8,1,3,0,2,11,5,6,-1
2018-06-28,Japan,Poland,0,1,1473.501473428163,1464.6925712525135,8.808902175649564,1,2,2,6,9,-3,1,0,4,3,9,-6,-1
2018-06-30,Uruguay,Portugal,2,1,1547.9220457503106,1590.193181790884,-42.27113604057331,4,0,1,6,2,4,2,3,0,9,7,2,1
2018-06-30,France,Argentina,4,3,1668.2966397889995,1668.0208424339046,0.2757973550949373,3,1,1,5,2,3,1,2,2,3,6,-3,1
2018-07-01,Croatia,Denmark,1,1,1604.7973691443547,1549.9819693193251,54.815399825029544,4,0,1,12,4,8,2,2,1,5,5,0,0
2018-07-01,Spain,Russia,1,1,1635.0893796048495,1486.5314881202885,148.55789148456097,2,2,1,9,7,2,2,1,2,9,6,3,0
2018-07-02,Belgium,Japan,3,2,1585.5946418947212,1457.0958953934105,128.49874650131073,4,0,1,11,4,7,1,2,2,5,8,-3,1
2018-07-02,Brazil,Mexico,2,0,1745.346263625859,1540.8778072062457,204.46845641961318,2,1,2,6,11,-5,3,0,2,7,7,0,1
2018-07-03,Colombia,England,1,1,1556.5508618131696,1615.6452174182216,-59.09435560505199,3,0,2,8,4,4,2,1,2,9,5,4,0
2018-07-03,Sweden,Switzerland,1,0,1590.2775773022531,1509.4937382597118,80.78383904254133,2,1,2,7,6,1,2,2,1,8,5,3,1
2018-07-06,Brazil,Belgium,1,2,1756.65455111537,1595.932886141342,160.72166497402804,3,1,1,7,4,3,4,0,1,12,5,7,-1
2018-07-06,Uruguay,France,0,2,1565.8591548127977,1684.2839388540967,-118.42478404129906,4,0,1,7,3,4,3,1,1,7,5,2,-1
2018-07-07,Russia,Croatia,2,2,1492.9842918429304,1602.2937653848965,-109.3094735419661,2,2,1,10,6,4,3,1,1,9,5,4,0
2018-07-07,Sweden,England,0,2,1602.622967632298,1612.9497646278833,-10.326796995585255,3,0,2,6,4,2,2,2,1,9,4,5,-1
2018-07-10,France,Belgium,1,0,1700.4061900621634,1618.8480244431144,81.55816561904908,4,1,0,9,4,5,5,0,0,14,5,9,1
2018-07-11,Croatia,England,2,1,1597.419647397864,1636.2366247590512,-38.81697736118713,3,2,0,10,4,6,3,1,1,11,4,7,1
2018-07-14,Belgium,England,2,0,1606.5364154931747,1618.4564376808476,-11.920022187672885,4,0,1,11,6,5,2,1,2,10,5,5,1
2018-07-15,France,Croatia,4,2,1712.7177990121031,1615.1998344760677,97.51796453603538,4,1,0,8,3,5,3,2,0,10,5,5,1
2022-11-20,Qatar,Ecuador,0,2,1500.0,1520.236676381356,-20.236676381355892,0,0,0,0,0,0,1,1,3,3,7,-4,-1
2022-11-21,USA,Wales,1,1,1419.0610492967471,1512.3774796632852,-93.31643036653804,1,1,3,6,8,-2,1,3,1,4,4,0,0
2022-11-21,Senegal,Netherlands,0,2,1520.8595978281123,1759.0265463636078,-238.16694853549552,2,1,2,6,6,0,3,2,0,7,1,6,-1
2022-11-21,England,Iran,6,2,1593.6333546381118,1406.7593114197753,186.8740432183365,1,1,3,4,6,-2,1,1,3,3,6,-3,1
2022-11-22,Argentina,Saudi Arabia,1,2,1652.0335433688074,1364.6248507644132,287.4086926043942,1,1,3,6,10,-4,1,0,4,2,12,-10,-1
2022-11-22,Mexico,Poland,0,0,1529.5695197167347,1481.098149287266,48.47137042946861,2,0,3,4,8,-4,2,0,3,4,7,-3,0
2022-11-22,France,Australia,4,1,1730.1529916867612,1413.9489785757926,316.2040131109686,4,1,0,11,5,6,0,1,4,4,11,-7,1
2022-11-22,Denmark,Tunisia,0,0,1552.4855730787833,1406.0605785516273,146.42499452715606,1,3,1,4,5,-1,1,0,4,6,12,-6,0
2022-11-23,Belgium,Canada,1,0,1631.3594985359105,1449.5285445383033,181.83095399760714,4,0,1,8,4,4,0,0,3,0,5,-5,1
2022-11-23,Spain,Costa Rica,7,0,1628.6365758822076,1487.4953354976592,141.14124038454838,2,3,0,10,6,4,0,3,2,3,6,-3,1
2022-11-23,Germany,Japan,1,2,1751.9982042415445,1446.7576511467898,305.24055309475466,3,0,2,10,5,5,1,1,3,7,11,-4,-1
2022-11-23,Morocco,Croatia,0,0,1451.506445692075,1597.7646418014097,-146.25819610933468,1,1,3,5,7,-2,2,2,1,9,9,0,0
2022-11-24,Brazil,Serbia,2,0,1733.7394128135975,1482.816246628318,250.92316618527957,3,1,1,8,3,5,2,0,3,4,6,-2,1
2022-11-24,Portugal,Ghana,3,2,1572.256072728397,1505.1770288835767,67.07904384482026,2,2,1,8,7,1,1,2,2,7,8,-1,1
2022-11-24,Uruguay,South Korea,0,0,1549.736903604731,1419.7009096870972,130.03599391763373,4,0,1,7,3,4,1,0,4,5,8,-3,0
2022-11-24,Switzerland,Cameroon,1,0,1497.148347929667,1393.0186351858936,104.12971274377333,1,2,2,5,6,-1,0,0,5,3,13,-10,1
2022-11-25,England,USA,0,0,1608.6887592744915,1423.257991277116,185.4307679973756,2,1,2,10,7,3,1,2,2,6,7,-1,0
2022-11-25,Netherlands,Ecuador,1,1,1768.7445526607896,1542.8403549861591,225.9041976746305,3,2,0,7,1,6,2,1,2,5,4,1,0
2022-11-25,Qatar,Senegal,1,3,1477.3963213951968,1511.1415915309306,-33.74527013573379,0,0,1,0,2,-2,1,1,3,4,7,-3,-1
2022-11-25,Wales,Iran,0,2,1508.1805376829163,1391.7039067833955,116.47663089952084,1,3,1,4,4,0,1,1,3,5,11,-6,-1
2022-11-26,Tunisia,Australia,0,1,1412.4309318041753,1406.1421371485314,6.288794655643869,1,1,3,5,9,-4,0,1,4,3,12,-9,-1
2022-11-26,Argentina,Mexico,2,0,1625.1697809721552,1527.3517008552512,97.81808011690396,1,1,3,7,11,-4,2,1,2,3,6,-3,1
2022-11-26,France,Denmark,2,1,1737.9598331140223,1546.1152198262353,191.84461328778707,5,0,0,15,6,9,1,4,0,3,2,1,1
2022-11-26,Poland,Saudi Arabia,2,0,1483.3159681487496,1391.4886131610654,91.8273549876842,2,1,2,4,6,-2,2,0,3,4,9,-5,1
2022-11-27,Spain,Germany,1,1,1649.783184008549,1724.707106001645,-74.92392199309597,2,3,0,14,6,8,2,0,3,4,6,-2,0
2022-11-27,Croatia,Canada,4,1,1591.4007534789268,1441.2130662498957,150.1876872290311,1,3,1,7,8,-1,0,0,4,0,6,-6,1
2022-11-27,Belgium,Morocco,0,2,1639.674976824318,1457.8703340145578,181.80464280976025,4,0,1,8,4,4,1,2,2,5,4,1,-1
2022-11-27,Japan,Costa Rica,0,1,1474.0487493866895,1466.3487273713179,7.700022015371587,2,1,2,8,8,0,0,2,3,2,12,-10,-1
2022-11-28,Portugal,Uruguay,2,0,1585.2047875890148,1544.0133166515825,41.191470937432314,2,2,1,9,8,1,3,1,1,6,3,3,1
2022-11-28,Brazil,Switzerland,1,0,1742.900707086032,1508.4916014326368,234.40910565339527,4,0,1,9,2,7,2,2,1,6,5,1,1
2022-11-28,South Korea,Ghana,2,3,1425.4244966402457,1492.2283140229588,-66.80381738271308,1,1,3,3,4,-1,0,2,3,7,10,-3,-1
