Date,home_team,away_team,home_score,away_score,elo_home,elo_away,elo_diff,home_form_wins,home_form_draws,home_form_losses,home_form_gf,home_form_ga,home_form_gd,away_form_wins,away_form_draws,away_form_losses,away_form_gf,away_form_ga,away_form_gd,outcome
1986-06-04,Paraguay,Iraq,1,0,1466.9739737622217,1500.0,-33.0260262377783,1,2,2,11,16,-5,0,0,0,0,0,0,1
1986-06-04,Scotland,Denmark,0,1,1501.8877084445455,1500.0,1.887708444545524,2,2,1,12,11,1,0,0,0,0,0,0,-1
1986-06-04,Uruguay,West Germany,1,1,1490.0181411805515,1647.2558799566425,-157.23773877609096,0,1,4,2,10,-8,2,2,1,7,7,0,0
1986-06-05,South Korea,Bulgaria,1,1,1421.7394719910772,1400.0742247254568,21.665247265620337,0,0,3,1,19,-18,0,4,1,4,7,-3,0
1986-06-05,France,Soviet Union,1,1,1560.7796426085415,1621.83250143719,-61.052858828648596,3,1,1,11,7,4,3,2,0,12,2,10,0
1986-06-05,Italy,Argentina,1,1,1678.9566931698566,1605.957883836793,72.99880933306372,4,1,0,11,5,6,3,0,2,11,7,4,0
1986-06-06,England,Morocco,0,0,1613.1803745015939,1462.515000247738,150.66537425385582,2,2,1,3,1,2,0,2,2,2,6,-4,0
1986-06-06,Hungary,Canada,2,0,1504.943292224328,1486.1480534034388,18.795238820889153,1,1,3,13,15,-2,0,0,1,0,1,-1,1
1986-06-06,Brazil,Algeria,1,0,1758.276502844368,1513.073110559455,245.20339228491298,4,0,1,14,5,9,2,1,1,6,6,0,1
1986-06-07,Mexico,Paraguay,1,1,1385.7411207489058,1484.4903141357497,-98.7491933868439,1,0,4,5,17,-12,2,1,2,10,14,-4,0
1986-06-07,Poland,Portugal,1,0,1604.853720453414,1620.7022858025027,-15.84856534908863,2,2,1,6,4,2,4,0,1,12,7,5,1
1986-06-07,Northern Ireland,Spain,1,2,1478.139369515093,1486.669162538496,-8.529793023403045,1,3,1,6,8,-2,1,1,3,3,5,-2,-1
1986-06-08,Denmark,Uruguay,6,1,1516.0869313310743,1496.802244542399,19.284686788675344,1,0,0,1,0,1,0,2,3,2,8,-6,1
1986-06-08,West Germany,Scotland,2,1,1640.471776594795,1485.8007771134712,154.67099948132386,1,3,1,7,8,-1,2,1,2,11,11,0,1
1986-06-08,Iraq,Belgium,1,2,1482.483659626472,1401.4833632148614,81.00029641161063,0,0,1,0,1,-1,1,1,3,3,7,-4,-1
1986-06-09,Hungary,France,0,3,1527.64622815753,1563.5626440119822,-35.916415854452225,2,1,2,14,12,2,2,2,1,11,8,3,-1
1986-06-09,Soviet Union,Canada,2,0,1619.0495000337494,1463.4451174702367,155.60438256351267,2,3,0,10,3,7,0,0,2,0,3,-3,1
1986-06-10,South Korea,Italy,2,3,1420.7430416782456,1675.6435834581391,-254.9005417798935,0,1,3,2,20,-18,3,2,0,10,5,5,-1
1986-06-10,Argentina,Bulgaria,2,0,1609.2709935485104,1401.0706550382884,208.20033851022208,2,1,2,8,7,1,0,4,1,4,7,-3,1
1986-06-11,Paraguay,Belgium,2,2,1480.0613690988957,1421.1474197015416,58.913949397354145,2,2,1,11,13,-2,1,1,3,4,8,-4,0
1986-06-11,Portugal,Morocco,1,3,1603.9729382026082,1469.0488720212268,134.92406618138148,3,0,2,9,7,2,0,3,2,2,6,-4,-1
1986-06-11,England,Poland,3,0,1606.6465027281051,1621.5830680533086,-14.936565325203446,1,3,1,1,1,0,2,2,1,4,4,0,1
1986-06-11,Iraq,Mexico,0,1,1462.8196031397918,1390.1700657857598,72.64953735403196,0,0,2,1,3,-2,1,1,3,5,14,-9,-1
1986-06-12,Algeria,Spain,0,3,1506.801209292775,1502.2764299550026,4.524779337772316,2,1,2,6,7,-1,1,1,3,3,5,-2,-1
1986-06-12,Northern Ireland,Brazil,0,3,1462.5321020985864,1764.548404111048,-302.01630201246167,1,2,2,6,9,-3,4,0,1,11,4,7,-1
1986-06-13,Denmark,West Germany,2,0,1545.5569269583393,1649.7849281612096,-104.22800120287025,2,0,0,7,1,6,2,2,1,9,9,0,1
1986-06-13,Scotland,Uruguay,0,0,1476.4876255470567,1467.3322489151337,9.15537663192299,1,1,3,9,11,-2,0,2,3,3,13,-10,0
1986-06-15,Mexico,Bulgaria,2,0,1409.4677773979158,1389.947009633719,19.520767764196762,2,1,2,5,11,-6,0,3,2,4,9,-5,1
1986-06-15,Soviet Union,Belgium,3,4,1632.9660729656828,1423.834799560961,209.1312734047217,3,2,0,10,1,9,1,1,3,5,9,-4,-1
1986-06-16,Argentina,Uruguay,1,0,1620.3946389530797,1467.7537720274893,152.64086692559044,2,1,2,8,7,1,0,3,2,3,11,-8,1
1986-06-16,Brazil,Poland,4,0,1772.9202790199333,1592.3800641562589,180.54021486367446,4,0,1,10,4,6,2,1,2,4,7,-3,1
1986-06-17,Morocco,West Germany,0,1,1501.927206111864,1618.7935945294826,-116.86638841761851,1,3,1,4,5,-1,1,2,2,7,10,-3,-1
1986-06-17,Italy,France,0,2,1681.6387664941644,1588.6783898078124,92.96037668635199,3,2,0,10,5,5,2,2,1,10,7,3,-1
1986-06-18,Denmark,Spain,1,5,1576.5482605900663,1530.6410634711494,45.90719711891688,3,0,0,9,1,8,2,1,2,6,4,2,-1
1986-06-18,England,Paraguay,3,0,1635.8495066251548,1477.3739892394763,158.4755173856786,1,3,1,3,1,2,2,3,0,10,8,2,1
1986-06-21,West Germany,Mexico,0,0,1629.6058905207396,1432.1207476623454,197.48514285839428,2,1,2,5,7,-2,3,1,1,7,5,2,0
1986-06-21,Brazil,France,1,1,1788.3886641776537,1618.9508936151879,169.43777056246586,4,0,1,11,3,8,3,1,1,9,4,5,0
1986-06-22,Argentina,England,2,1,1629.7851400815732,1651.8956300968894,-22.110490015316145,3,1,1,8,5,3,2,2,1,6,1,5,1
1986-06-22,Spain,Belgium,1,1,1564.1295538089955,1448.4495228191458,115.68003098984968,3,1,1,10,3,7,2,1,2,9,9,0,0
1986-06-25,Argentina,Belgium,2,0,1646.8019934159827,1453.5882824862774,193.21371092970526,4,1,0,9,3,6,2,2,1,10,9,1,1
1986-06-25,France,West Germany,0,2,1626.1888779075125,1621.3788649707933,4.810012936719204,3,2,0,8,2,6,2,2,1,4,4,0,-1
1986-06-28,France,Belgium,4,2,1601.8566352111702,1441.710402067347,160.1462331438231,2,2,1,7,4,3,2,2,1,9,9,0,1
1986-06-29,Argentina,West Germany,3,2,1658.679873834913,1645.7111076671356,12.968766167777403,4,1,0,8,2,6,3,1,1,5,3,2,1
1990-06-08,Argentina,Cameroon,0,1,1674.0829173052339,1507.6024331941155,166.48048411111836,5,0,0,10,3,7,0,3,0,1,1,0,-1
1990-06-09,Italy,Austria,1,0,1651.366262686789,1533.5120902389222,117.85417244786686,2,2,1,8,7,1,2,1,2,5,4,1,1
1990-06-09,Soviet Union,Romania,0,2,1608.351349707498,1465.6251700843904,142.72617962310756,2,2,1,12,5,7,1,1,3,8,10,-2,-1
1990-06-09,United Arab Emirates,Colombia,0,2,1500.0,1463.6471971245592,36.35280287544083,0,0,0,0,0,0,0,1,2,5,11,-6,-1
1990-06-10,Brazil,Sweden,2,1,1781.150679885329,1527.1034494959342,254.04723038939483,4,1,0,10,1,9,1,1,3,5,8,-3,1
1990-06-10,West Germany,Yugoslavia,4,1,1630.3080641968147,1510.9213827125632,119.38668148425154,2,1,2,5,5,0,1,1,3,4,6,-2,1
1990-06-10,USA,Czechoslovakia,1,5,1455.4787379291347,1467.2810021178952,-11.802264188760546,1,0,4,6,21,-15,0,2,3,3,7,-4,-1
1990-06-11,England,Republic of Ireland,1,1,1634.87877676248,1500.0,134.8787767624799,2,1,2,7,3,4,0,0,0,0,0,0,0
1990-06-11,Costa Rica,Scotland,1,0,1500.0,1476.0661024347012,23.93389756529882,0,0,0,0,0,0,0,2,3,4,9,-5,1
1990-06-12,Belgium,South Korea,2,0,1428.0507619061098,1414.7478586422203,13.302903263889448,1,2,2,9,12,-3,0,1,4,4,23,-19,1
1990-06-12,Netherlands,Egypt,1,1,1605.4071460446437,1476.0,129.4071460446437,2,1,2,12,10,2,0,0,1,2,4,-2,0
1990-06-13,Argentina,Soviet Union,2,0,1650.9536673077905,1575.0117289803602,75.94193832743031,4,0,1,8,4,4,2,1,2,12,7,5,1
1990-06-13,Uruguay,Spain,0,0,1458.3632708989958,1558.990794141864,-100.62752324286816,0,2,3,2,11,-9,3,1,1,11,4,7,0
1990-06-14,Cameroon,Romania,2,1,1530.731683191559,1498.964790811528,31.766892380030868,1,3,0,2,1,1,2,0,3,7,7,0,1
1990-06-14,Italy,USA,1,0,1662.1378892354642,1426.8838528964156,235.25403633904853,2,2,1,6,6,0,1,0,4,6,20,-14,1
1990-06-14,Yugoslavia,Colombia,1,0,1492.1811943629466,1490.1492358274925,2.031958535454123,1,1,3,4,8,-4,1,1,2,7,11,-4,1
1990-06-15,West Germany,United Arab Emirates,5,1,1649.0482525464313,1473.4979612970667,175.5502912493646,3,1,1,9,4,5,0,0,1,0,2,-2,1
1990-06-15,Austria,Czechoslovakia,0,1,1522.740463690247,1495.8758871506143,26.864576539632708,1,1,3,4,5,-1,1,2,2,7,6,1,-1
1990-06-16,Sweden,Scotland,1,2,1521.0842982213362,1461.1665589762415,59.91773924509471,1,1,3,4,6,-2,0,2,3,3,6,-3,-1
1990-06-16,England,Netherlands,0,0,1628.9616876913192,1599.7088290898098,29.252858601509388,2,2,1,8,3,5,2,2,1,11,8,3,0
1990-06-16,Brazil,Costa Rica,1,0,1787.169831159927,1514.8995434584597,272.2702877014674,4,1,0,11,2,9,1,0,0,1,0,1,1
1990-06-17,South Korea,Spain,1,3,1391.666341845782,1554.4820968788015,-162.8157550330195,0,1,4,4,16,-12,3,2,0,11,3,8,-1
1990-06-17,Belgium,Uruguay,3,1,1451.132278702548,1462.8719681620582,-11.739689459510146,2,1,2,9,10,-1,0,3,2,2,8,-6,1
1990-06-17,Republic of Ireland,Egypt,0,0,1505.9170890711607,1481.698316954834,24.218772116326818,0,1,0,1,1,0,0,1,1,3,5,-2,0
1990-06-18,Cameroon,Soviet Union,0,4,1545.272826766688,1556.1756351158633,-10.902808349175302,2,3,0,4,2,2,1,1,3,6,9,-3,-1
1990-06-18,Argentina,Romania,1,1,1669.7897611722874,1484.423647236399,185.3661139358885,4,0,1,9,4,5,2,0,3,7,7,0,0
1990-06-19,West Germany,Colombia,1,1,1664.8471034339277,1474.2428099092817,190.60429352464598,3,1,1,13,5,8,1,1,3,7,12,-5,0
1990-06-19,Yugoslavia,United Arab Emirates,4,1,1508.0876202811573,1457.6991104095703,50.388509871587075,2,1,2,4,6,-2,0,0,2,1,7,-6,1
1990-06-19,Italy,Czechoslovakia,2,0,1668.7036332582848,1513.1105869407297,155.59304631755504,3,1,1,6,5,1,2,2,1,8,5,3,1
1990-06-19,Austria,USA,2,1,1505.5057639001316,1420.318108873595,85.1876550265365,0,1,4,2,6,-4,1,0,4,5,14,-9,1
1990-06-20,Brazil,Scotland,1,0,1792.6930206997247,1479.898839065884,312.7941816338407,4,1,0,11,2,9,1,1,3,3,5,-2,1
1990-06-20,Sweden,Costa Rica,1,2,1502.3520181316937,1509.376353918662,-7.024335786968322,0,1,4,3,7,-4,1,0,1,1,1,0,-1
1990-06-21,England,Egypt,1,0,1627.6177180910372,1482.8118296559958,144.80588843504142,2,2,1,8,3,5,0,2,1,3,5,-2,1
1990-06-21,Republic of Ireland,Netherlands,1,1,1504.8035763699988,1601.0527986900918,-96.24922232009294,0,2,0,1,1,0,1,3,1,6,7,-1,0
1990-06-21,South Korea,Uruguay,0,1,1378.1563763183651,1438.0613276319323,-59.90495131356715,0,1,4,5,12,-7,0,2,3,2,10,-8,-1
1990-06-21,Belgium,Spain,1,2,1475.942919232674,1567.9920624062183,-92.04914317354428,2,1,2,8,8,0,3,2,0,12,3,9,-1
1990-06-23,Czechoslovakia,Costa Rica,4,1,1499.193369149107,1525.0529153689613,-25.859546219854337,2,1,2,7,6,1,2,0,1,3,2,1,1
1990-06-23,Cameroon,Colombia,2,1,1516.601393810175,1482.234372287268,34.36702152290718,2,2,1,4,6,-2,1,2,2,7,11,-4,1
1990-06-24,West Germany,Netherlands,2,1,1656.8555410559416,1596.730370418412,60.12517063752966,3,1,1,14,6,8,1,3,1,5,6,-1,1
1990-06-24,Brazil,Argentina,0,1,1797.229964606799,1661.9806060302617,135.24935857653736,4,1,0,9,2,7,3,1,1,8,4,4,-1
1990-06-25,Italy,Uruguay,2,0,1682.6208510499075,1451.3296192784865,231.29123177142105,4,0,1,7,4,3,1,2,2,2,4,-2,1
1990-06-25,Republic of Ireland,Romania,0,0,1509.1260046416787,1492.2328023784246,16.893202263254125,0,3,0,2,2,0,2,1,2,8,7,1,0
1990-06-26,England,Belgium,1,0,1637.3102238613453,1464.0854642415022,173.2247596198431,2,2,1,6,3,3,2,0,3,8,9,-1,1
1990-06-26,Spain,Yugoslavia,1,2,1579.8495173973902,1532.055020025627,47.7944973717631,3,2,0,11,4,7,3,0,2,8,7,1,-1
1990-06-30,Italy,Republic of Ireland,1,0,1692.6492358818464,1508.3486564208079,184.30057946103852,4,0,1,6,2,4,0,4,0,2,2,0,1
1990-06-30,Yugoslavia,Argentina,0,0,1550.2422584262586,1683.912421182411,-133.67016275615242,4,0,1,9,6,3,3,1,1,7,4,3,0
1990-07-01,England,Cameroon,3,2,1645.9342173583225,1531.0238756628669,114.9103416954556,2,2,1,4,3,1,3,1,1,6,7,-1,1
1990-07-01,West Germany,Czechoslovakia,1,0,1670.1139879118093,1529.2735624871202,140.8404254246891,3,1,1,14,7,7,3,1,1,11,5,6,1
1990-07-03,Italy,Argentina,1,1,1700.877517228289,1678.0434403502627,22.83407687802628,5,0,0,7,0,7,2,2,1,4,2,2,0
1990-07-04,West Germany,England,1,1,1679.9614202925275,1656.8272695094508,23.13415078307662,4,1,0,13,4,9,3,2,0,6,3,3,0
1990-07-07,Italy,England,2,1,1699.8274805175884,1657.89106483363,41.93641568395833,4,1,0,7,1,6,3,2,0,6,3,3,1
1990-07-08,West Germany,Argentina,1,0,1678.8976249683483,1679.0934770609633,-0.19585209261504133,3,2,0,10,4,6,2,3,0,5,2,3,1
1994-06-17,Spain,South Korea,2,2,1561.6622789967587,1364.888084671811,196.77419432494776,2,2,1,7,5,2,0,1,4,4,10,-6,0
1994-06-17,Germany,Bolivia,1,0,1614.3992980339158,1422.5666853459768,191.832612687939,4,0,1,21,13,8,0,0,3,0,16,-16,1
1994-06-18,USA,Switzerland,1,1,1408.1643758572334,1390.5401966373897,17.624179219843654,1,0,4,5,13,-8,0,0,5,2,14,-12,0
1994-06-18,Colombia,Romania,1,3,1467.811890434576,1493.0101505992955,-25.198260164719386,1,1,3,4,9,-5,1,2,2,6,6,0,-1
1994-06-18,Italy,Republic of Ireland,0,1,1713.90556172275,1500.1203750743653,213.78518664838475,4,1,0,8,2,6,0,4,1,2,3,-1,-1
1994-06-19,Cameroon,Sweden,2,2,1520.1308235117385,1486.6754566813945,33.45536683034402,3,0,2,7,9,-2,0,0,5,3,8,-5,0
1994-06-19,Norway,Mexico,1,0,1487.6587788618017,1440.3477732122917,47.31100564950998,0,0,1,1,2,-1,3,2,0,6,2,4,1
1994-06-19,Belgium,Morocco,1,0,1455.461470744525,1491.114910120607,-35.653439376081906,2,0,3,8,8,0,1,3,1,4,3,1,1
1994-06-20,Netherlands,Saudi Arabia,2,1,1583.4719235625441,1500.0,83.47192356254413,0,3,2,4,7,-3,0,0,0,0,0,0,1
1994-06-20,Brazil,Russia,2,0,1775.2981494546498,1500.0,275.2981494546498,3,1,1,5,3,2,0,0,0,0,0,0,1
1994-06-21,Nigeria,Bulgaria,3,0,1500.0,1367.2940393692895,132.70596063071048,0,0,0,0,0,0,0,2,3,3,10,-7,1
1994-06-21,Germany,Spain,1,1,1622.3653562118977,1553.4593629247013,68.90599328719645,5,0,0,19,5,14,2,2,1,8,6,2,0
1994-06-21,Argentina,Greece,4,0,1663.0844577397409,1500.0,163.08445773974086,1,3,1,3,3,0,0,0,0,0,0,0,1
1994-06-22,USA,Colombia,2,1,1407.3534478440263,1445.5494790296475,-38.19603118562122,0,1,4,5,14,-9,1,1,3,5,7,-2,1
1994-06-22,Romania,Switzerland,1,4,1515.272562004224,1391.3511246505968,123.9214373536272,2,2,1,7,4,3,0,1,4,2,13,-11,-1
1994-06-23,South Korea,Bolivia,0,0,1373.0910007438683,1414.6006271679948,-41.50962642412651,0,1,4,5,11,-6,0,0,4,0,17,-17,0
1994-06-23,Italy,Norway,1,0,1689.1397473289005,1501.4933941313063,187.64635319759418,3,1,1,6,3,3,1,0,1,2,2,0,1
1994-06-24,Sweden,Russia,3,1,1488.211389032575,1491.8340129543778,-3.6226239218028695,0,1,4,5,9,-4,0,0,1,0,2,-2,1
1994-06-24,Brazil,Cameroon,3,0,1783.464136500272,1518.594891160558,264.86924533971387,4,0,1,6,2,4,2,1,2,8,11,-3,1
1994-06-24,Mexico,Republic of Ireland,2,1,1426.513157942787,1524.8861894682148,-98.37303152542768,2,2,1,4,2,2,1,3,1,2,2,0,1
1994-06-25,Belgium,Netherlands,1,0,1473.0976330607684,1595.7001908291697,-122.60255776840131,3,0,2,7,4,3,1,3,1,5,5,0,1
1994-06-25,Argentina,Nigeria,2,1,1679.7282359333017,1517.7966020921324,161.9316338411693,2,2,1,6,2,4,1,0,0,3,0,3,1
1994-06-25,Saudi Arabia,Morocco,2,1,1487.7717327333744,1473.4787478043636,14.2929849290108,0,0,1,1,2,-1,1,2,2,3,3,0,1
1994-06-26,Bulgaria,Greece,4,0,1349.4974372771571,1483.3562218064392,-133.85878452928205,0,2,3,2,9,-7,0,0,1,0,4,-4,1
1994-06-26,Switzerland,Colombia,0,2,1428.935007973531,1427.7975391764976,1.137468797033307,1,1,3,6,11,-5,0,1,4,4,9,-5,-1
1994-06-26,USA,Romania,0,1,1425.1053876971762,1477.68867868129,-52.58329098411377,1,1,3,5,10,-5,1,2,2,6,8,-2,-1
1994-06-27,Bolivia,Spain,1,3,1412.6980820049143,1556.5916403955905,-143.89355839067616,0,1,4,0,17,-17,2,2,1,9,7,2,-1
1994-06-27,Germany,South Korea,3,2,1619.2330787410085,1374.9935459069488,244.23953283405967,4,1,0,13,4,9,0,2,3,3,8,-5,1
1994-06-28,Italy,Mexico,1,1,1697.2508544915001,1446.9261026333363,250.32475185816384,3,1,1,5,3,2,3,1,1,5,2,3,0
1994-06-28,Brazil,Sweden,1,1,1793.475200702977,1512.4616219596364,281.01357874334053,4,0,1,7,1,6,1,1,3,8,9,-1,0
1994-06-28,Russia,Cameroon,6,1,1467.5837800273164,1508.583826957853,-41.000046930536655,0,0,2,1,5,-4,1,1,3,6,13,-7,1
1994-06-28,Republic of Ireland,Norway,0,0,1504.4732447776655,1493.3822869687067,11.09095780895882,1,2,2,3,4,-1,1,0,2,2,3,-1,0
1994-06-29,Belgium,Saudi Arabia,0,1,1494.5204473672293,1503.11388751838,-8.593440151150617,3,0,2,6,4,2,1,0,1,3,3,0,-1
1994-06-29,Morocco,Netherlands,1,2,1458.136593019358,1574.277376522709,-116.1407835033508,1,1,3,4,5,-1,1,2,2,4,5,-1,-1
1994-06-30,Argentina,Bulgaria,0,2,1688.7678531332651,1389.9689566065513,298.79889652671386,2,2,1,7,3,4,1,1,3,5,8,-3,-1
1994-06-30,Greece,Nigeria,0,2,1442.884702477045,1508.756984892169,-65.87228241512389,0,0,2,0,8,-8,1,0,1,4,2,2,-1
1994-07-02,Spain,Switzerland,3,0,1571.1836815540357,1404.8564346933838,166.32724686065194,2,2,1,9,7,2,1,1,3,6,8,-2,1
1994-07-02,Germany,Belgium,3,2,1625.533005830951,1478.9161092301194,146.61689660083152,4,1,0,14,6,8,2,0,3,3,4,-1,1
1994-07-03,Romania,Argentina,3,2,1491.2854500360315,1648.0575162008931,-156.7720661648616,2,2,1,6,6,0,2,1,2,7,5,2,1
1994-07-03,Saudi Arabia,Sweden,1,3,1518.7182256554897,1523.1646612870886,-4.446435631598888,2,0,1,4,3,1,1,2,2,8,8,0,-1
1994-07-04,Netherlands,Republic of Ireland,2,0,1585.1195952502867,1503.9626607180314,81.15693453225526,2,1,2,6,6,0,1,2,2,2,3,-1,1
1994-07-04,Brazil,USA,1,0,1782.7721613755248,1411.5086163424346,371.26354503309017,3,1,1,7,2,5,1,1,3,4,6,-2,1
1994-07-05,Mexico,Bulgaria,1,1,1456.8015315694179,1430.6792935389233,26.1222380304946,2,2,1,5,3,2,2,0,3,6,7,-1,0
1994-07-05,Nigeria,Italy,1,2,1528.260438545174,1687.3754255554186,-159.11498701024448,2,0,1,6,2,4,2,2,1,5,4,1,-1
1994-07-09,Netherlands,Brazil,2,3,1603.6132588397916,1786.149336841742,-182.5360780019505,3,0,2,7,5,2,3,1,1,7,2,5,-1
1994-07-09,Italy,Spain,2,1,1696.5205766764268,1586.7173936058796,109.80318307054722,3,1,1,6,4,2,2,2,1,10,6,4,1
1994-07-10,Romania,Sweden,2,2,1514.0519538070087,1546.8575291627656,-32.8055753557569,3,1,1,8,7,1,2,2,1,10,7,3,0
1994-07-10,Bulgaria,Germany,2,1,1431.8800054029327,1635.155217714133,-203.27521231120022,2,1,2,7,6,1,4,1,0,11,7,4,1
1994-07-13,Sweden,Brazil,0,1,1545.3512503488275,1794.439857729069,-249.08860738024146,2,3,0,11,7,4,4,1,0,10,3,7,-1
1994-07-13,Bulgaria,Italy,1,2,1456.3014914245323,1707.6258414002923,-251.32434997576001,3,1,1,9,5,4,3,1,1,6,4,2,-1
1994-07-16,Sweden,Bulgaria,4,0,1539.1913616910613,1450.2053664561688,88.98599523489247,2,2,1,9,6,3,3,1,1,10,4,6,1
1994-07-17,Brazil,Italy,0,0,1800.5997463868352,1713.7219663686558,86.87778001817946,4,1,0,9,3,6,4,1,0,8,4,4,0
1998-06-10,Brazil,Scotland,2,1,1796.6802303401187,1475.3618951588096,321.31833518130907,3,2,0,6,3,3,1,1,3,3,5,-2,1
1998-06-10,Morocco,Norway,2,2,1447.2943742917803,1493.8928710283408,-46.59849673656049,1,0,4,5,7,-2,1,1,2,2,3,-1,0
1998-06-11,Cameroon,Austria,1,1,1473.7189853557356,1517.6594969164933,-43.94051156075761,1,1,3,7,15,-8,1,1,3,4,6,-2,0
1998-06-11,Italy,Chile,2,2,1717.6414824153724,1451.967033106905,265.6744493084673,3,2,0,7,4,3,0,2,3,4,9,-5,0
1998-06-12,France,South Africa,3,0,1615.5162753724076,1500.0,115.51627537240756,3,1,1,10,5,5,0,0,0,0,0,0,1
1998-06-12,Saudi Arabia,Denmark,0,1,1495.0253577798128,1543.0597702522202,-48.03441247240744,2,0,2,5,6,-1,3,0,1,10,6,4,-1
1998-06-12,Paraguay,Bulgaria,0,0,1461.3278657677417,1428.025050775049,33.302814992692674,1,3,1,7,9,-2,2,1,2,6,8,-2,0
1998-06-13,Netherlands,Belgium,0,0,1595.3227379524646,1469.2938973469377,126.02884060552697,3,0,2,8,6,2,2,0,3,4,5,-1,0
1998-06-13,South Korea,Mexico,1,3,1368.6936188170064,1455.6008197054084,-86.90720088840203,0,2,3,5,9,-4,1,3,1,4,4,0,-1
1998-06-13,Spain,Nigeria,2,3,1575.612128882014,1519.115287424166,56.49684145784818,2,2,1,10,6,4,2,0,2,7,4,3,-1
1998-06-14,Jamaica,Croatia,1,3,1500.0,1500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1998-06-14,FR Yugoslavia,Iran,1,0,1500.0,1452.4924864533991,47.507513546600876,0,0,0,0,0,0,0,1,2,2,8,-6,1
1998-06-14,Argentina,Japan,1,0,1625.291012429916,1500.0,125.29101242991601,2,0,3,8,7,1,0,0,0,0,0,0,1
1998-06-15,England,Tunisia,2,0,1643.8129836284684,1513.540396583022,130.27258704544647,3,1,1,7,5,2,1,1,1,3,2,1,1
1998-06-15,Germany,USA,2,0,1610.7337316925334,1408.1314408762173,202.6022908163161,3,1,1,9,7,2,1,1,3,4,6,-2,1
1998-06-15,Romania,Colombia,1,0,1515.5582326209467,1451.8761124566447,63.68212016430198,3,1,1,10,9,1,1,1,3,6,8,-2,1
1998-06-16,Brazil,Morocco,3,0,1801.029451831794,1449.427538865415,351.6019129663789,4,1,0,7,3,4,0,1,4,4,8,-4,1
1998-06-16,Scotland,Norway,1,1,1471.0126736671343,1491.759706454706,-20.747032787571698,1,1,3,3,5,-2,1,2,2,4,5,-1,0
1998-06-17,Italy,Cameroon,3,0,1707.3403473943997,1475.7318005249717,231.60854686942798,3,2,0,8,5,3,0,2,3,6,15,-9,1
1998-06-17,Chile,Austria,1,1,1462.2681681278777,1515.6466817472572,-53.37851361937942,0,2,3,5,10,-5,1,2,2,5,6,-1,0
1998-06-18,France,Saudi Arabia,4,0,1634.535283580923,1481.223437184717,153.31184639620596,3,1,1,10,5,5,2,0,3,5,7,-2,1
1998-06-18,South Africa,Denmark,1,1,1480.9809917914845,1556.861690847316,-75.88069905583143,0,0,1,0,3,-3,4,0,1,11,6,5,0
1998-06-19,Spain,Paraguay,0,0,1557.0330455361188,1459.7988942420554,97.2341512940634,2,1,2,10,7,3,1,3,1,4,6,-2,0
1998-06-19,Nigeria,Bulgaria,1,0,1537.6943707700611,1429.5540223007354,108.14034846932577,3,0,2,10,6,4,1,2,2,4,8,-4,1
1998-06-20,Netherlands,South Korea,5,0,1589.7607322466085,1350.574803209173,239.18592903743547,2,1,2,6,5,1,0,2,3,5,9,-4,1
1998-06-20,Belgium,Mexico,2,2,1474.8559030527938,1473.7196353132417,1.1362677395520677,2,1,2,4,4,0,2,2,1,7,5,2,0
1998-06-20,Japan,Croatia,0,1,1489.532111484824,1524.0,-34.4678885151759,0,0,1,0,1,-1,1,0,0,3,1,2,-1
1998-06-21,Germany,FR Yugoslavia,2,2,1622.1351429661984,1513.8257321782137,108.30941078798469,3,1,1,10,7,3,1,0,0,1,0,1,0
1998-06-21,Argentina,Jamaica,5,0,1635.758900945092,1476.0,159.7589009450919,3,0,2,9,6,3,0,0,1,1,3,-2,1
1998-06-21,USA,Iran,1,2,1396.7300296025523,1438.6667542751854,-41.93672467263309,1,1,3,3,6,-3,0,1,3,2,9,-7,-1
1998-06-22,Colombia,Tunisia,1,0,1438.776375981288,1498.1400254208004,-59.3636494395123,1,0,4,5,8,-3,1,1,2,3,4,-1,1
1998-06-22,Romania,England,2,1,1528.6579690963033,1659.21335479069,-130.5553856943866,3,1,1,8,8,0,3,1,1,8,5,3,1
1998-06-23,Scotland,Morocco,0,3,1471.9669758048421,1442.8919056479258,29.075070156916354,1,1,3,4,6,-2,0,1,4,4,10,-6,-1
1998-06-23,Brazil,Norway,1,2,1807.5650850492832,1490.8054043169982,316.759680732285,4,1,0,9,3,6,1,3,1,4,4,0,-1
1998-06-23,Chile,Cameroon,1,1,1464.7071795657548,1464.0489152785624,0.6582642871924236,0,2,3,6,11,-5,0,2,3,4,15,-11,0
1998-06-23,Italy,Austria,2,1,1719.023232640809,1513.20767030938,205.81556233142896,3,2,0,9,4,5,1,2,2,4,5,-1,1
1998-06-24,Nigeria,Paraguay,1,3,1548.8691465002541,1464.1633375884178,84.70580891183636,3,0,2,8,6,2,0,4,1,3,6,-3,-1
1998-06-24,Spain,Bulgaria,6,1,1552.6686021897565,1418.3792465705424,134.28935561921412,2,1,2,9,6,3,1,1,3,3,8,-5,1
1998-06-24,France,Denmark,2,1,1651.860338909465,1553.421776471711,98.43856243775417,3,1,1,12,5,7,3,1,1,11,7,4,1
1998-06-24,South Africa,Saudi Arabia,2,2,1484.4209061670895,1463.898381856175,20.522524310914378,0,1,1,1,4,-3,2,0,3,4,9,-5,0
